Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Italien (Nord)[€/MWh];Niederlande[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Slowenien[€/MWh];Tschechien[€/MWh];Ungarn[€/MWh];Österreich[€/MWh];Deutschland/Österreich/Luxemburg[€/MWh];Belgien[€/MWh];Norwegen 2[€/MWh]
19.08.2019;00:00;28,64;28,64;29,59;28,64;40,08;28,64;-;29,59;28,99;40,08;27,93;37,02;28,64;-;28,64;29,59
19.08.2019;01:00;27,45;27,45;27,45;25,6;36;27,45;-;27,45;27,93;27,45;26,23;28,31;27,45;-;23,52;27,45
19.08.2019;02:00;26,86;26,86;26,86;24,1;35,63;26;-;26,86;27,52;27,05;26,13;27,42;27,05;-;23,67;26,86
19.08.2019;03:00;28,16;28,16;28,16;22,14;33,87;25,79;-;28,16;27,73;33,87;26,13;26,13;28,93;-;22,07;28,16
19.08.2019;04:00;27,06;27,06;27,06;20,68;34,19;27,06;-;27,06;27,78;27,06;26,06;27;27,06;-;13,47;27,06
19.08.2019;05:00;31,18;31,18;31,96;24,98;37;28,1;-;31,96;28,4;37;26,35;37,03;32,38;-;26,05;31,96
19.08.2019;06:00;36,08;36,08;36,08;27,46;43;32,35;-;36,08;33,04;43;35,4;44,45;36,92;-;29,31;34,94
19.08.2019;07:00;43,89;43,89;43,89;31,48;44,22;42,31;-;42,84;33,15;44,22;43,5;46,15;43,89;-;35,66;36,29
19.08.2019;08:00;41,87;41,87;41,87;41,87;42,65;41,87;-;40,87;35,6;49,5;46,3;54,86;41,87;-;41,87;36,95
19.08.2019;09:00;36,98;36,98;36,98;36,98;40,01;36,98;-;36,98;38,05;59;50;56,98;36,98;-;36,98;35,99
19.08.2019;10:00;34,32;34,32;35,71;34,09;38,92;34,19;-;35,71;36,47;59;51,2;56,98;35,73;-;34,09;35,32
19.08.2019;11:00;32,06;32,06;35,77;32;38,9;32,06;-;35,77;35,98;59;54,9;56,05;35,99;-;31,52;33,66
19.08.2019;12:00;29,9;29,9;35,83;29,9;38;29,9;-;35,83;33,02;61;55,8;56,97;34;-;29,39;32,35
19.08.2019;13:00;27,9;27,9;35,76;27,9;38,9;27,9;-;35,76;30,46;59;53;60;33,9;-;27,21;32,44
19.08.2019;14:00;27,8;27,8;35,55;27,8;40,01;27,8;-;35,55;30,02;59;49,3;56,69;33,9;-;27,07;32,35
19.08.2019;15:00;27,73;27,73;35,35;27,68;45;27,73;-;35,35;30,98;59;52,2;56,99;33,09;-;27,03;32,32
19.08.2019;16:00;27,28;27,28;34,69;27,28;46,04;27,28;-;34,69;31,77;59;55,4;58,81;34;-;26,57;33,71
19.08.2019;17:00;33,06;33,06;34,85;33,06;46,71;33,06;-;34,85;33,94;49,5;36,91;56,95;33,06;-;33,06;34,85
19.08.2019;18:00;38;38;37,08;38;57,61;38;-;37,08;34;57,61;42,58;56,69;38;-;38;36,11
19.08.2019;19:00;44,57;44,57;44,57;37,76;60;43,96;-;43,5;38,25;60;48,2;60,77;44,57;-;40,32;36,57
19.08.2019;20:00;52,19;52,19;52,19;35,49;60,3;50,7;-;47,67;35,88;61,01;51,8;78,44;52,19;-;41,75;36,54
19.08.2019;21:00;47,95;47,95;47,95;36,51;57;46,81;-;36,53;37,94;57;47,3;62,07;47,95;-;40,8;36,53
19.08.2019;22:00;40,5;40,5;40,5;40,5;50;40,5;-;35,84;38,93;50;38;57,82;40,5;-;40,5;35,84
19.08.2019;23:00;34,92;34,08;34,08;34,92;49;34,92;-;34,08;35,83;49,5;34,07;47,08;34,92;-;34,92;34,08
20.08.2019;00:00;31,38;31,38;31,38;31,38;44,9;31,38;-;31,38;30,77;44,9;33,5;49,98;31,38;-;31,38;31,38
20.08.2019;01:00;29,74;29,74;29,74;29,74;37,68;29,74;-;29,74;29,54;37,68;31,99;43,05;29,74;-;29,74;29,74
20.08.2019;02:00;29,58;29,58;29,58;27,31;36;29,4;-;29,58;29,31;29,58;31,06;34,65;29,58;-;28,2;29,58
20.08.2019;03:00;28,67;28,67;28,67;24,04;36;28,31;-;28,67;29,24;28,67;30,76;32,68;28,67;-;25,85;28,67
20.08.2019;04:00;30,08;30,08;30,08;22,56;36;29,5;-;30,08;29,28;30,08;31;34,55;30,08;-;25,5;30,08
20.08.2019;05:00;32,39;32,39;33,33;24,52;37,5;31,75;-;33,33;30,09;32,39;34,9;41,01;32,39;-;27,62;33,33
20.08.2019;06:00;38,59;38,59;37,65;24,12;41,43;37,16;-;37,52;31,28;41,43;42,99;45,32;38,59;-;29,78;35,45
20.08.2019;07:00;45,75;45,75;45,75;33,47;41,67;44,5;-;44,66;33,48;66,02;55;56,57;45,75;-;38,28;35,78
20.08.2019;08:00;48,31;48,31;48,31;40,49;40,49;47,53;-;47,15;39,48;57,06;56,91;56,91;48,31;-;43,55;36,34
20.08.2019;09:00;45,13;45,13;45,13;41,02;41,02;44,73;-;44,04;40,17;57,1;56,7;56,7;45,13;-;42,63;36,51
20.08.2019;10:00;39,51;39,51;39,51;39,51;39,51;39,51;-;38,56;41,04;57,05;50;52,25;39,51;-;39,51;36,51
20.08.2019;11:00;38,91;38,91;38,91;38,91;38,91;38,91;-;37,98;40,51;70,04;51;55;38,91;-;38,91;36,48
20.08.2019;12:00;37,93;37,93;37,93;37,93;37,93;37,93;-;37,82;39,49;72,1;53,94;60,71;37,93;-;37,93;36,04
20.08.2019;13:00;37,35;37,35;37,35;37,35;37,35;37,35;-;37,35;37,86;72,05;56;57,68;37,35;-;37,35;36,08
20.08.2019;14:00;37,55;37,55;37,55;37,55;37,55;37,55;-;37,55;37,16;72,06;51;58,81;37,55;-;37,55;35,84
20.08.2019;15:00;37,98;37,98;37,98;37,98;38,61;37,98;-;37,53;36,74;70,1;59;59;37,98;-;37,98;35,7
20.08.2019;16:00;37,82;37,82;37,82;37,19;43,13;37,52;-;36,91;35,61;72,03;60,71;60,71;37,96;-;37,33;35,91
20.08.2019;17:00;44,97;44,97;44,97;31,25;44,97;44,11;-;43,89;37,34;80,47;64,09;64,09;44,97;-;37,12;35,77
20.08.2019;18:00;50,05;50,05;50,05;38,7;50,71;49,34;-;48,85;41,11;80,8;50,01;74,04;50,05;-;43,55;35,79
20.08.2019;19:00;53,86;53,86;53,86;40,48;53,86;53;-;52,56;41,34;80,8;53;75;53,86;-;46,18;35,95
20.08.2019;20:00;54,28;54,28;54,28;38,97;53,52;53,29;-;39,29;39,77;57,1;54,98;64,02;54,28;-;45,49;35,87
20.08.2019;21:00;48,94;48,94;48,94;39,5;50,1;48,35;-;36,98;39,73;50,1;48,75;52,88;48,94;-;43,52;35,82
20.08.2019;22:00;40,61;40,61;40,61;40,61;44,59;40,61;-;35,96;38,89;50,1;42,24;47,15;40,61;-;40,61;35,26
20.08.2019;23:00;35,85;35,85;35,85;35,85;44;35,85;-;34,99;34,51;44;35,9;42,5;35,85;-;35,85;34,62
21.08.2019;00:00;33,07;33,07;33,07;33,07;44;33,07;-;33,07;31,23;49,1;33,01;46,15;33,07;-;33,07;33,07
21.08.2019;01:00;33,11;33,11;33,11;29,96;38;32,96;-;33,11;29,65;38;31,3;40,71;33,11;-;31,19;33,11
21.08.2019;02:00;32,01;32,01;32,01;28,49;38;31,84;-;32,01;29,19;32,01;30,1;31,72;32,01;-;29,87;32,01
21.08.2019;03:00;31,23;31,23;31,23;22,6;37,41;30,8;-;31,23;29,08;31,23;29,7;30,16;31,23;-;25,97;31,23
21.08.2019;04:00;31,93;31,93;31,93;23,86;37,46;31,53;-;31,93;29,1;31,93;30,4;31;31,93;-;27,02;31,93
21.08.2019;05:00;33,17;33,17;33,97;27,41;38;30,63;-;33,97;30,31;38;33,5;40,04;34,23;-;28,67;33,81
21.08.2019;06:00;42,36;42,36;41,56;28,87;42;41,42;-;41,35;30,4;42;41,25;43,67;42;-;34,07;34,7
21.08.2019;07:00;57;57;57;33,09;39,93;55,74;-;57;33,25;53,57;48,76;48,76;53,57;-;42,66;34,92
21.08.2019;08:00;56,11;56,11;56,11;40,32;41;55,23;-;56,11;38,44;56,11;48,83;48,83;56,11;-;46,6;35,47
21.08.2019;09:00;41,95;41,95;41,95;41,95;41,95;41,95;-;41,95;40,04;47,98;45,25;45,25;41,95;-;41,95;35,38
21.08.2019;10:00;38;38;38;38;38,5;38;-;38;37,08;49,1;37,5;50,05;38;-;38;35,23
21.08.2019;11:00;36,97;37,3;37,3;36,97;38;36,97;-;37,3;34,71;53;36,19;55,07;36,97;-;36,97;35,08
21.08.2019;12:00;35,72;36,6;36,6;35,72;37,31;35,72;-;36,6;33,21;65,3;35,82;63,64;35,72;-;35,72;34,58
21.08.2019;13:00;34,05;36,04;36,04;34,05;37,48;34,05;-;36,04;32,74;65,3;35,32;65,3;34,05;-;34,05;34,07
21.08.2019;14:00;33,17;35,85;35,85;33,08;38;33,17;-;35,85;32,33;65,3;35,01;66,21;34,02;-;33,08;34,22
21.08.2019;15:00;33,03;35,69;35,69;32,95;40,13;32,99;-;35,69;33,35;65,3;36,01;68,03;33,72;-;32,95;34,02
21.08.2019;16:00;35,79;35,79;35,97;29,19;41,74;35,44;-;35,97;35,43;65,3;38,01;74;35,79;-;31,83;34,3
21.08.2019;17:00;40,62;40,62;40,62;33,75;47,5;40,14;-;39,64;34,79;65,3;41,07;79,04;40,62;-;36,4;34,83
21.08.2019;18:00;50,04;50,04;50,04;36,94;52,51;49,26;-;48,84;37,94;52,95;49,2;69,59;50,04;-;42,06;34,82
21.08.2019;19:00;66,75;66,75;66,75;38,46;58,18;65,36;-;65,15;39,11;61,97;56,44;65,08;61,97;-;49,5;34,79
21.08.2019;20:00;68,91;68,91;68,91;36,77;55,95;67,32;-;67,26;38,45;68,91;59,75;81,99;68,91;-;49,32;34,72
21.08.2019;21:00;52,9;52,9;52,9;38,79;50,08;52,21;-;51,63;38,25;55,13;50,21;80,1;52,9;-;44,3;34,77
21.08.2019;22:00;44,58;44,58;44,58;44,58;44,58;44,58;-;36,57;38,18;65,3;42,4;90,94;44,58;-;44,58;34,64
21.08.2019;23:00;37,94;37,94;37,94;37,94;42,5;37,94;-;35,87;35,05;49,1;36,6;50,07;37,94;-;37,94;34,09
22.08.2019;00:00;33,26;33,26;33,26;33,26;38,96;33,26;-;33,26;31,57;38,96;33,34;50,9;33,26;-;33,26;33,24
22.08.2019;01:00;32,02;32,02;32,35;28,19;36,71;31,87;-;32,35;30,28;32,02;32,42;38,87;32,02;-;29,86;32,35
22.08.2019;02:00;30,2;30,2;30,94;26,11;35,96;30,04;-;30,94;29,02;30,2;30,44;31,08;30,2;-;27,89;30,94
22.08.2019;03:00;30,03;30,21;30,77;22,41;36,87;29,79;-;30,77;28,52;30,03;30,1;30,1;30,03;-;25,72;30,21
22.08.2019;04:00;29,41;29,41;32,07;25,92;36,15;27,91;-;32,07;28,9;30,04;30,5;30,5;30,04;-;26,74;29,41
22.08.2019;05:00;30,18;30,18;34,37;27,24;36,16;28,91;-;34,37;29;30,72;32,73;32,73;30,72;-;27,94;31,93
22.08.2019;06:00;36,64;36,64;36,64;29,78;40;35,94;-;36,64;29,66;53,5;38,53;53,47;36,64;-;32,39;32,8
22.08.2019;07:00;41,93;41,93;41,93;33,96;41,93;41,12;-;41,93;32,6;67,5;45;64,09;41,93;-;36,97;34,51
22.08.2019;08:00;40,64;40,64;40,64;40,64;40,64;40,64;-;40,64;37,96;67,5;45;58,77;40,64;-;40,64;35,56
22.08.2019;09:00;37,9;37,9;38,34;37,9;40,54;37,9;-;38,34;37,08;69,5;43,3;63,58;37,9;-;37,9;35,14
22.08.2019;10:00;34,91;34,91;36,7;34,91;40;34,91;-;36,7;35,03;69,5;43,3;60,44;34,91;-;34,91;33,79
22.08.2019;11:00;33,01;33,01;36,59;33,01;39,39;33,01;-;36,59;33,82;69,5;43,3;62,38;33,01;-;33,01;33,01
22.08.2019;12:00;32,01;32,01;36,53;32,01;37,85;32,01;-;36,53;32,46;67,5;43,3;64,03;34;-;31,72;32,01
22.08.2019;13:00;30,53;30,53;36,3;30,53;38;30,53;-;36,3;31,65;69,5;43,3;64,5;34,01;-;30,03;30,53
22.08.2019;14:00;31,21;31,21;36,11;31,21;40;31,21;-;36,11;30,5;67,5;43,3;62,17;32,99;-;30,95;31,21
22.08.2019;15:00;31,14;31,14;36,05;30,95;42,15;31,14;-;36,05;30,29;55,73;43,3;63,96;33;-;30,95;31,59
22.08.2019;16:00;31,94;31,94;36,02;31,93;42,77;31,94;-;36,02;29,73;54,02;43,3;68,44;32,02;-;31,93;32,91
22.08.2019;17:00;36,99;36,99;36,69;36,99;43,5;36,99;-;36,69;32,7;53,5;43,3;70,58;36,99;-;36,99;33,82
22.08.2019;18:00;42,47;42,47;42,47;42,47;46,69;42,47;-;41,45;34,79;46,69;46;60,67;42,47;-;42,47;33,72
22.08.2019;19:00;55,36;55,36;55,36;42,08;55,36;54,6;-;54,03;35,04;55,36;54;60,04;55,36;-;47,72;33,54
22.08.2019;20:00;51,81;51,81;51,81;37,08;52,93;51,07;-;50,57;34,94;53,5;54;62,95;51,81;-;43,38;33,34
22.08.2019;21:00;45,41;45,41;45,41;38,05;45,41;45,4;-;39,54;33,78;45,41;46,6;47,6;45,41;-;41,35;33,37
22.08.2019;22:00;38,48;38,48;38,48;38,48;40;38,48;-;36,49;33,03;40;41,06;41,78;38,48;-;38,48;33,27
22.08.2019;23:00;33,95;33,95;33,95;33,95;40;33,95;-;33,95;32,48;34,9;35,39;40;33,95;-;33,95;32,86
23.08.2019;00:00;30,28;30,28;31,02;30,28;40;30,28;-;31,02;31,03;40;33,09;33,09;30,28;-;30,28;31,02
23.08.2019;01:00;30,17;30,17;30,17;28,12;38,9;30,08;-;30,17;28,86;38,9;31,09;31,09;30,17;-;28,9;30,17
23.08.2019;02:00;30,07;30,07;30,07;24,49;38,16;29,79;-;30,07;28,91;30,07;30,01;30,01;30,07;-;26,62;30,07
23.08.2019;03:00;30,03;30,03;30,03;20,97;36,4;29,62;-;30,03;28,72;36,4;29,1;29,1;30,03;-;24,37;30,03
23.08.2019;04:00;30,38;30,38;30,99;22,46;37,39;30;-;30,99;28,64;37,39;30,2;30,2;30,38;-;25,44;30,99
23.08.2019;05:00;32,31;32,31;34,06;26,11;38,19;32;-;34,06;28,9;38,19;33,13;33,13;32,31;-;28,46;31,85
23.08.2019;06:00;40;38,75;38,1;28,66;40;39,47;-;38,1;28,82;40;40,43;40,43;40;-;31,42;32,92
23.08.2019;07:00;43,93;43,93;43,93;30,5;40;43,4;-;42,87;32,6;66,4;57,55;57,55;43,93;-;33,78;33,13
23.08.2019;08:00;41;41;41;34,91;41;40,75;-;40,02;37,39;61,2;52,71;52,71;41;-;36,39;33,68
23.08.2019;09:00;36,68;36,68;36,68;36,68;41,31;36,68;-;36,68;36,63;57,08;53;53;36,68;-;36,68;33,97
23.08.2019;10:00;34,8;34,8;35,6;34,8;41,48;34,8;-;35,6;35,04;61,2;54,8;56,02;34,8;-;34,8;33,68
23.08.2019;11:00;34,13;34,13;35,54;34,13;41,23;34,13;-;35,54;35,25;61,2;56;60,94;34,13;-;34,13;33,04
23.08.2019;12:00;31,95;31,95;35,5;31,95;40;31,95;-;35,5;34,03;61,2;56;60,71;31,95;-;31,95;31,95
23.08.2019;13:00;31,23;31,23;35,51;31,23;40,3;31,23;-;35,51;32,25;61,2;53;60,71;31,23;-;31,23;31,23
23.08.2019;14:00;30,81;31,06;35,08;30,81;41;30,81;-;35,08;32,29;53,5;53;66,06;30,81;-;30,81;31,06
23.08.2019;15:00;31,57;31,57;34,98;31,57;44,2;31,57;-;34,98;32,44;44,2;56;62,83;31,57;-;31,57;31,72
23.08.2019;16:00;32,28;32,28;35,62;32,28;43;32,28;-;35,62;33,08;44,2;57;69,54;32,28;-;32,28;32,57
23.08.2019;17:00;40,47;40,47;40,47;30,97;45,72;39,77;-;37,01;34,18;45,72;60;72,31;40,47;-;32,97;33,23
23.08.2019;18:00;48,75;48,75;48,75;34,88;54;47,4;-;47,58;37,43;54;49;69,54;48,75;-;39,65;33,29
23.08.2019;19:00;59,56;59,56;59,56;35,28;54;57,33;-;58,14;37,88;55,73;55,18;75,6;55,73;-;43,64;33,27
23.08.2019;20:00;57,77;57,77;57,77;34,64;51,56;55,56;-;56,38;37,08;85,09;53;91,89;54,12;-;42,62;33,12
23.08.2019;21:00;45,95;45,95;45,95;34;46,26;44,83;-;42,7;35,31;47,18;46,51;71;45,95;-;38,13;33,28
23.08.2019;22:00;36,97;36,97;36,97;36,97;42,15;36,97;-;36,08;34,57;53,5;38,97;68,85;36,97;-;36,97;33,15
23.08.2019;23:00;34,68;34,68;34,68;34,68;42;34,68;-;34,68;32,49;42;34,36;48,32;34,68;-;34,68;32,94
24.08.2019;00:00;34,07;34,07;-;34,07;41;34,07;-;34,07;31,08;41;32,4;52,26;34,07;-;34,07;32,98
24.08.2019;01:00;31,92;31,92;-;30,66;40;31,86;-;31,92;28,49;40;30;48,92;31,92;-;31,16;31,92
24.08.2019;02:00;30,86;30,86;-;30,86;37,28;30,86;-;30,86;28,47;37,28;29,4;37,97;30,86;-;30,86;30,86
24.08.2019;03:00;30,82;30,82;-;30,82;36,42;30,82;-;30,82;29,07;36,42;29,1;34,61;30,82;-;30,82;30,82
24.08.2019;04:00;30,03;30,03;-;30,03;37,84;30,03;-;30,03;28,66;37,84;29,01;34,86;30,03;-;30,03;30,03
24.08.2019;05:00;30,25;31;-;30,25;37,98;30,25;-;31;28,85;37,98;29;36;30,25;-;30,25;31
24.08.2019;06:00;32,97;33,04;-;29,09;39,97;32,79;-;33,04;28,07;39,97;29,78;38,39;32,97;-;30,59;31,74
24.08.2019;07:00;34,24;35,08;-;28,25;38,12;33,96;-;35,08;28,05;38,12;30,99;52;34,24;-;30,55;32,51
24.08.2019;08:00;36,29;36,29;-;28,52;40;35,95;-;36,29;28,22;40;33,39;46,34;36,29;-;31,59;32,38
24.08.2019;09:00;35,5;36,37;-;29,81;40;35,25;-;36,37;28,92;40;33,03;50,1;35,5;-;32,07;32,57
24.08.2019;10:00;29,51;36,39;-;29,51;38,94;29,51;-;36,39;28,36;38,94;31,62;46,55;29,51;-;29,51;32,09
24.08.2019;11:00;27,5;36,32;-;27,5;37,1;27,5;-;36,32;28,57;37,1;31,17;51,07;27,5;-;27,5;31,62
24.08.2019;12:00;26,83;36,16;-;26,83;35,93;26,83;-;36,16;28,24;35,93;29,5;56,66;26,83;-;26,83;31,56
24.08.2019;13:00;26,84;35,86;-;26,84;35,48;26,84;-;35,86;27,75;35,48;28,01;51,1;27,9;-;26,72;31,52
24.08.2019;14:00;27,01;35,54;-;27,01;35;27,01;-;35,54;27,21;35;28,01;51,1;28,02;-;26,89;31,47
24.08.2019;15:00;28,03;35,52;-;27,99;35,9;28,03;-;35,52;27,79;35,9;28,01;59,03;30;-;27,79;31,44
24.08.2019;16:00;28,03;35,51;-;28,03;36,67;28,03;-;35,51;28,51;36,67;28,51;67,01;28,03;-;28,03;31,69
24.08.2019;17:00;33,29;35,13;-;33,29;38,1;33,29;-;35,13;30,19;38,1;32,25;69,44;33,29;-;33,29;32,17
24.08.2019;18:00;36,93;36,93;-;36,93;41;36,93;-;36,93;30,96;41;37,2;61,37;36,93;-;36,93;32,91
24.08.2019;19:00;42,39;42,39;-;42,39;44,78;42,39;-;41,37;30,25;44,78;40,5;58,07;42,39;-;42,39;32,77
24.08.2019;20:00;38,75;38,75;-;38,75;46,23;38,75;-;37,82;30,23;46,23;39,4;79,91;38,75;-;38,75;32,66
24.08.2019;21:00;36,29;36,29;-;36,29;43,88;36,29;-;36,29;30,25;43,88;36,1;67,38;36,29;-;36,29;32,69
24.08.2019;22:00;34,95;34,95;-;34,95;40;34,95;-;34,95;30,42;40;33,5;54,05;34,95;-;34,95;32,76
24.08.2019;23:00;31,67;31,67;-;31,67;37,14;31,67;-;31,67;30;37,14;30,72;43,07;31,67;-;31,67;31,67
25.08.2019;00:00;29,08;31,37;31,37;29,08;40;29,08;-;31,37;29,73;40;29,37;44,34;29,08;-;29,08;31,37
25.08.2019;01:00;28,65;29,98;29,98;28,65;38,23;28,65;-;29,98;28,51;38,23;27,5;37,04;28,65;-;28,65;29,98
25.08.2019;02:00;27,8;29,65;29,65;27,16;35,01;28,7;-;29,65;28,06;27,8;27,02;27,71;27,8;-;27,16;29,65
25.08.2019;03:00;26,97;29,43;29,43;25,81;37,67;28,49;-;29,43;26,41;26,97;27,57;27,57;26,97;-;25,81;29,43
25.08.2019;04:00;26,12;29,43;29,43;24,13;36,67;28,7;-;29,43;25,7;26,12;27;27;26,12;-;24,13;29,43
25.08.2019;05:00;25,91;28,96;28,96;24,2;37,89;28,03;-;28,96;25,57;25,91;26,81;26,81;25,91;-;24,2;28,96
25.08.2019;06:00;25,87;29,22;29,22;24,15;35,89;28,28;-;29,22;24,96;25,87;26,49;26,87;25,87;-;24,15;29,22
25.08.2019;07:00;27,8;31,27;31,27;24,65;30;31,64;-;31,27;26,62;27,8;27,48;29,58;27,8;-;24,65;31,27
25.08.2019;08:00;29,07;32,14;32,14;27,46;30;31,11;-;32,14;26,66;29,07;28,23;28,57;29,07;-;27,46;32,14
25.08.2019;09:00;29;35,03;35,03;27,09;33;31,48;-;35,03;27,66;29;29,09;30,24;29;-;27,09;32,52
25.08.2019;10:00;25,89;35,29;35,29;25,89;36,67;25,89;-;35,29;26,17;36,67;27;40,24;25,89;-;25,89;32,49
25.08.2019;11:00;25,88;35,19;35,19;25,88;36,99;25,88;-;35,19;25,84;36,99;27;44,7;25,88;-;25,88;32,51
25.08.2019;12:00;25,83;34,82;34,82;25,83;36,67;25,83;-;34,82;25,61;36,67;26,6;46,1;25,83;-;25,83;32,48
25.08.2019;13:00;25,03;33,38;33,38;25,03;35,93;25,03;-;33,38;25,08;35,93;26,67;41,07;25,03;-;25,03;32,37
25.08.2019;14:00;25,01;33,22;33,22;25,01;35,9;25,01;-;33,22;25;35,9;26,6;41,27;25,01;-;25,01;32,14
25.08.2019;15:00;25,39;33,17;33,17;25,39;36,67;25,39;-;33,17;25,09;36,67;27,5;50,07;25,39;-;25,39;32,16
25.08.2019;16:00;26,4;34,7;34,7;26,4;40;26,4;-;34,7;26,42;40;27,2;53,06;26,4;-;26,4;31,99
25.08.2019;17:00;30,97;34,51;35,33;27,96;38,62;31,98;-;35,33;29,46;38,62;33;51,06;30,97;-;25,84;32,58
25.08.2019;18:00;41,52;41,52;40,71;31,66;41;40,85;-;37,02;32,41;41,52;36,61;56,01;41,52;-;35,22;33,73
25.08.2019;19:00;47,13;47,13;47,13;34,02;54;46,31;-;36,94;34,57;54;40,7;68;47,13;-;38,74;34,72
25.08.2019;20:00;46,99;46,99;46,99;38,72;54,1;46,44;-;36,87;35,13;54,1;41,59;82,81;46,99;-;41,7;35,19
25.08.2019;21:00;40,94;40,94;40,94;37,85;45,67;43,05;-;36,31;37,23;54,1;41,32;68,06;40,94;-;44,26;35,8
25.08.2019;22:00;37,49;37,49;37,49;37,49;41;37,49;-;35,3;37;41;38,82;52,31;37,49;-;37,49;35,3
25.08.2019;23:00;34,52;34,52;34,52;34,52;39,01;34,52;-;33,78;33,62;39,01;34,6;43,41;34,52;-;34,52;33,41
26.08.2019;00:00;33,67;33,67;33,67;33,67;39,45;33,67;-;32,86;31,67;39,45;30,7;48,02;33,67;-;33,67;32,86
26.08.2019;01:00;32,95;32,95;32,95;32,95;37,6;32,95;-;32,18;31,04;37,6;31,09;37,06;32,95;-;32,95;32,18
26.08.2019;02:00;32,06;32,06;32,06;32,06;37,41;32,06;-;32,06;29,38;37,41;30,9;30,9;32,06;-;32,06;32,06
26.08.2019;03:00;32,23;32,23;32,23;27,57;36,9;31,86;-;32,23;29,05;36,9;30,4;30,4;32,23;-;29,43;32,23
26.08.2019;04:00;32,63;32,63;32,63;26,43;36,81;32,1;-;32,63;29,77;36,81;31,09;31,09;32,63;-;28,91;32,63
26.08.2019;05:00;33,7;33,7;33,7;30,83;39,22;32,65;-;33,7;30,48;39,22;32,51;40,05;33,95;-;31,69;33,45
26.08.2019;06:00;50,07;50,07;50,07;37,65;50,07;48,91;-;48,87;30,5;50,07;43,68;50,83;50,07;-;42,44;34,9
26.08.2019;07:00;69,32;69,32;69,32;40,73;46,5;66,55;-;67,65;34,56;79,99;59,8;69,53;69,32;-;52,09;35
26.08.2019;08:00;61,99;61,99;61,99;45,32;53,49;60,61;-;61,99;40,79;90,01;58,27;71,8;61,99;-;52,21;34,59
26.08.2019;09:00;49,18;49,18;49,18;46,38;49,18;48,94;-;49,18;40,47;85,08;60,39;71,2;49,18;-;47,53;34,95
26.08.2019;10:00;45,7;45,7;45,7;45,7;46,91;45,7;-;45,7;41,04;85,03;54;69,98;45,7;-;45,7;35,12
26.08.2019;11:00;43,74;43,74;43,74;43,74;46;43,74;-;43,74;39,8;81,06;63,81;71,8;43,74;-;43,74;34,81
26.08.2019;12:00;40,91;40,91;40,91;40,91;42;40,91;-;40,91;37,6;81,1;56;74,06;40,91;-;40,91;34,5
26.08.2019;13:00;38,96;39,37;39,37;38,96;42,95;38,96;-;39,37;37,09;85,01;56;74,07;38,96;-;38,96;34,44
26.08.2019;14:00;38,25;38,78;38,78;38,25;49,18;38,25;-;38,78;37,04;81,03;52;72,21;38,25;-;38,25;34,39
26.08.2019;15:00;38,39;38,39;38,39;38,39;52,95;38,39;-;38,39;38,05;85,03;52;74,79;38,39;-;38,39;34,36
26.08.2019;16:00;43,46;43,46;43,46;43,46;57,19;43,46;-;42,42;38,26;85,01;52;76,1;43,46;-;43,46;34,39
26.08.2019;17:00;53,02;53,02;53,02;46,27;64,87;52,38;-;53,02;40,04;85,05;47,41;89,9;53,02;-;48,85;34,4
26.08.2019;18:00;55,97;55,97;55,97;47,87;67,49;55,14;-;54,63;46,07;95,08;52;82,33;55,97;-;50,96;34,41
26.08.2019;19:00;67,13;67,13;67,13;48,6;71,95;65,27;-;65,52;46,04;99;59,25;93,91;67,13;-;55,65;34,92
26.08.2019;20:00;59,46;59,46;59,46;47,87;59,95;58,36;-;58,03;43,71;130,03;59;105,9;59,46;-;52,29;34,93
26.08.2019;21:00;55,65;55,65;55,65;49,06;66,38;55,01;-;54,32;42,75;68,2;49,8;75,41;55,65;-;51,57;35,11
26.08.2019;22:00;47,87;47,87;47,87;47,87;52,91;47,87;-;40,11;39,72;85,08;42,4;68,67;47,87;-;47,87;34,53
26.08.2019;23:00;39,44;39,44;39,44;39,44;49,18;39,44;-;37,32;38,41;49,18;37;55,27;39,44;-;39,44;33,62
27.08.2019;00:00;38,33;38,33;38,33;38,33;51,1;38,33;-;37,41;37,08;51,1;37,5;56,07;38,33;-;38,33;34,5
27.08.2019;01:00;35,26;35,26;35,26;35,26;44,01;35,26;-;35,26;36,33;44,01;35,84;47,16;35,26;-;35,26;34,13
27.08.2019;02:00;34,91;34,91;34,91;33,54;42,56;34,79;-;34,91;34,06;42,56;34,95;48,03;34,91;-;34,09;33,68
27.08.2019;03:00;34,67;34,67;34,67;32,69;43,1;34,5;-;34,67;33,08;43,1;34,51;45,57;34,67;-;33,49;33,39
27.08.2019;04:00;34,96;34,96;34,96;32,69;42,56;34,71;-;34,96;33,38;42,56;34,85;45,67;34,96;-;33,55;33,6
27.08.2019;05:00;35,91;35,91;35,91;33,86;43,74;35,74;-;35,91;35,06;43,74;37,57;49,97;35,91;-;34,7;34,59
27.08.2019;06:00;45,23;45,23;45,23;40,16;59,9;44,75;-;44,15;42,18;95;49,1;90,55;45,23;-;42,21;35,17
27.08.2019;07:00;56,76;56,76;56,76;50,4;58,12;56,13;-;55,4;48;63;62,01;87,78;56,76;-;52,97;35,59
